"","continent_level","date","cases","new_cases","deaths","new_deaths","days_since_death10","days_since_case100","continent"
"154","Asia",2020-04-12,297513,11673,10976,398,82,82,"Asia"
"155","Asia",2020-04-13,309328,11815,11319,343,83,83,"Asia"
"156","Asia",2020-04-14,320415,11087,11709,390,84,84,"Asia"
"157","Asia",2020-04-15,331906,11491,12007,298,85,85,"Asia"
"158","Asia",2020-04-16,344629,12723,12402,395,86,86,"Asia"
"159","Asia",2020-04-17,357434,12805,14054,1652,87,87,"Asia"
"160","Asia",2020-04-18,369379,11945,14389,335,88,88,"Asia"
"161","Asia",2020-04-19,382387,13008,14774,385,89,89,"Asia"
"162","Asia",2020-04-20,394884,12497,15093,319,90,90,"Asia"
"163","Asia",2020-04-21,409117,14233,15479,386,91,91,"Asia"
"164","Asia",2020-04-22,421059,11942,15823,344,92,92,"Asia"
"165","Asia",2020-04-23,434636,13577,16201,378,93,93,"Asia"
"166","Asia",2020-04-24,447768,13132,16590,389,94,94,"Asia"
"167","Asia",2020-04-25,459884,12258,16939,351,95,95,"Asia"
"168","Central America",2020-03-06,1,1,0,0,0,0,"Central America"
"169","Central America",2020-03-07,1,0,0,0,0,0,"Central America"
"170","Central America",2020-03-08,5,4,0,0,0,0,"Central America"
"171","Central America",2020-03-09,9,4,0,0,0,0,"Central America"
"172","Central America",2020-03-10,10,1,0,0,0,0,"Central America"
"173","Central America",2020-03-11,23,13,1,1,0,0,"Central America"
"174","Central America",2020-03-12,35,12,1,0,0,0,"Central America"
"175","Central America",2020-03-13,52,17,1,0,0,0,"Central America"
"176","Central America",2020-03-14,65,13,1,0,0,0,"Central America"
"177","Central America",2020-03-15,74,9,1,0,0,0,"Central America"
"178","Central America",2020-03-16,98,24,2,1,0,0,"Central America"
"179","Central America",2020-03-17,124,26,2,0,0,1,"Central America"
"180","Central America",2020-03-18,151,27,2,0,0,2,"Central America"
"181","Central America",2020-03-19,201,50,3,1,0,3,"Central America"
"182","Central America",2020-03-20,264,63,3,0,0,4,"Central America"
"183","Central America",2020-03-21,363,99,4,1,0,5,"Central America"
"184","Central America",2020-03-22,497,134,6,2,0,6,"Central America"
"185","Central America",2020-03-23,558,61,9,3,0,7,"Central America"
"186","Central America",2020-03-24,580,22,9,0,0,8,"Central America"
"187","Central America",2020-03-25,715,135,11,2,1,9,"Central America"
"188","Central America",2020-03-26,881,166,12,1,2,10,"Central America"
"189","Central America",2020-03-27,1048,167,14,2,3,11,"Central America"
"190","Central America",2020-03-28,1233,185,19,5,4,12,"Central America"
"191","Central America",2020-03-29,1387,154,24,5,5,13,"Central America"
"192","Central America",2020-03-30,1528,141,35,11,6,14,"Central America"
"193","Central America",2020-03-31,1744,216,42,7,7,15,"Central America"
"194","Central America",2020-04-01,1804,60,45,3,8,16,"Central America"
"195","Central America",2020-04-02,2025,221,52,7,9,17,"Central America"
"196","Central America",2020-04-03,2214,189,58,6,10,18,"Central America"
"197","Central America",2020-04-04,2494,280,64,6,11,19,"Central America"
"198","Central America",2020-04-05,2652,158,76,12,12,20,"Central America"
"199","Central America",2020-04-06,2898,246,86,10,13,21,"Central America"
"200","Central America",2020-04-07,3049,151,87,1,14,22,"Central America"
"201","Central America",2020-04-08,3249,200,93,6,15,23,"Central America"
"202","Central America",2020-04-09,3615,366,99,6,16,24,"Central America"
"203","Central America",2020-04-10,3942,327,102,3,17,25,"Central America"
"204","Central America",2020-04-11,4206,264,111,9,18,26,"Central America"
"205","Central America",2020-04-12,4511,305,119,8,19,27,"Central America"
"206","Central America",2020-04-13,4711,200,127,8,20,28,"Central America"
"207","Central America",2020-04-14,4822,111,135,8,21,29,"Central America"
"208","Central America",2020-04-15,4967,145,142,7,22,30,"Central America"
"209","Central America",2020-04-16,5188,221,154,12,23,31,"Central America"
"210","Central America",2020-04-17,5507,319,169,15,24,32,"Central America"
"211","Central America",2020-04-18,5756,249,182,13,25,33,"Central America"
"212","Central America",2020-04-19,5873,117,187,5,26,34,"Central America"
"213","Central America",2020-04-20,6123,250,194,7,27,35,"Central America"
"214","Central America",2020-04-21,6350,227,204,10,28,36,"Central America"
